stage,x_bz,y_bz,T_C,eff
1,0.9531487893008433,0.9745182025573255,81.05089267349668,0.7
2,0.9222488736249922,0.958491142614964,81.69455214893357,0.7
3,0.8789084673229948,0.9353162058580763,82.6205219643926,0.7
4,0.8207174544245724,0.9028109011315772,83.90860150996517,0.7
5,0.7471631623292023,0.8591676414577596,85.61565932031647,0.7
6,0.6612465687732011,0.8040019223862322,87.73174676964553,0.7
7,0.5700561063317976,0.739564477219232,90.13804961092777,0.7
8,0.4855892726058133,0.6711716303881794,92.53240638524713,0.7
9,0.4161378032561764,0.600616141396598,94.63460703054163,0.7
10,0.3379447371738789,0.5138018047095521,97.16250271539282,0.7
11,0.25860205135487146,0.4160604721066803,99.92279350566808,0.7
12,0.18645046524781705,0.31688211483292095,102.62493805714969,0.7
13,0.12727358973055486,0.22669263219910235,104.99371569997878,0.7
14,0.08279328754854225,0.15272153780252465,106.87371089450673,0.7
15,0.05153129348720712,0.09712116007500907,108.25005691604063,0.7
